Create schedule for 74 teams playing 10 rounds in 124 matches
with a minimum match separation of 8.
  4:   30    48    60     8    37    55 
  5:   13    49    53    20    40    45 
  6:   28    35    65    24    31     2 
  7:   22    64    58    39     6    57 
  8:   62    21    38    71     5    61 
  9:   68    11     1    44    15    17 
 10:    9    23    50    33     3    56 
 11:   34     4    66    46    70     7 
 12:   54    29    63    36    27    42 
 13:   52    14    48    16    53    47 
 14:   41    25    45    55    19    31 
 15:   26    72    12    32    39    24 
 16:   30     2     6    69    51    21 
 17:   28    17     1    61    67    10 
 18:   62    40    58    68    37    65 
 19:   43    64    44    50    66    49 
 20:   63    71    74    56    34     9 
 21:    8    52     4    13    11     3 
 22:   16     7    18    36    15    38 
 23:   54    23    22    35    60    59 
 24:   46    20     5    33    29    27 
 25:   57    73    30    42    70    61 
 26:   48    58    21    28    45    32 
 27:   69    37     1    43    31    39 
 28:   55    63    65    47    67    74 
 29:   64    71     3    10    11    14 
 30:   38    66    56    13     6    68 
 31:   62    54    15    72    49     8 
 32:   12    36    17    60    46    23 
 33:   29     7     2    57    52    50 
 34:   20    34    59    73    24    19 
 35:   40    42     5    26    41    18 
 36:   70    16    27     9    51    22 
 37:    4    25    35    53    44    33 
 38:   69    74     3    21    68    28 
 39:   63     6    72    65    61    11 
 40:   62    49    56    31    60    14 
 41:    2    15    58    12    38    48 
 42:   10    45    19    46    66    57 
 43:   36    30    20    41     1    52 
 44:   32    73    55    71    27     7 
 45:    4    50    59    37    16    51 
 46:   53    22    67    42     8    26 
 47:   13    43    25     5     9    29 
 48:   64    17    24    54    70    33 
 49:   39    18    23    47    44    34 
 50:   40    11    46    35    48    61 
 51:   60     1    20    38    63    69 
 52:   31    66    72     3    30    27 
 53:   12    68    49    36    21     7 
 54:   71    22     4    41    50    58 
 55:    6    59    42    43     9    55 
 56:   52    74    37    24    33    51 
 57:   57    32    53    17    18    62 
 58:   19    54    44     5     2    67 
 59:   56    26    29    65    45    16 
 60:   70    10    13    35    39    47 
 61:   34    28    64    15     8    25 
 62:   23    73    63    40    14     4 
 63:   20    43    22    30    12    21 
 64:   74    42    41    49     7    37 
 65:   53    61    24    58    31    36 
 66:   50    18    19    69    60    54 
 67:    2    33    45    16    72    71 
 68:   27    44    68    10     6    26 
 69:   66    47    11    29    62    28 
 70:   65    64    48    51    23    13 
 71:    5    32    15    59    56    70 
 72:   55    35     3    34    38    17 
 73:   39    46    52    67    25    73 
 74:    9    14     8     1    40    57 
 75:    7    33    43    61    58    60 
 76:    2    72    42    68     4    20 
