Create schedule for 78 teams playing 10 rounds in 130 matches
with a minimum match separation of 9.
  4:   56     2    37    77    61     9 
  5:   46    60     6    71    59    66 
  6:   26    15     8     1    11    23 
  7:   70    40    50    47    32    62 
  8:   64    16    19    67    53    68 
  9:   36     7    49    21    33    45 
 10:   38    41    31    54    14     5 
 11:   30    20    78    51    52    34 
 12:   27    35    72    12    13     3 
 13:   74    18    22    65    43    17 
 14:   29    59    44    71    58    61 
 15:   25    56    11    39     4    23 
 16:   15    66    32    73    62    77 
 17:   53    48    42     1     2    63 
 18:   50    45     8    76    24    33 
 19:   70    69     7    16    60    38 
 20:   26    19    41    51    40    46 
 21:   75    27    47    78    10    54 
 22:    9    52    43    21    17    72 
 23:   57    22    30     5    18    13 
 24:   12    67    20     6    14    37 
 25:   74    68    64    55    35    31 
 26:   34     3    36    65    49    28 
 27:   44     4    53    66    76     8 
 28:    2    38    24    15    23    29 
 29:   46    69    19     7    32    48 
 30:   26    51    73    27    56    10 
 31:   77    39    41    43    33    75 
 32:   52    47     5    63    45    60 
 33:   11     9    78    12    71    70 
 34:   54    74    17    62    40    67 
 35:   18    58    14     3    64     6 
 36:   55    57    65    21    37    16 
 37:   13    68     1    20    25    49 
 38:   31    28    72    61    30    36 
 39:   59    34    35    42    22    50 
 40:   77    10    33     4    29    38 
 41:   23    27    76    48    46    47 
 42:   73    45    41    69    12    53 
 43:   43    11    62     2    78     5 
 44:   18    51    44    60    14    74 
 45:   52     6    65     8    75    56 
 46:   49     9    67    15    57    39 
 47:   25    21    26    58    31    19 
 48:   71    30    40     3    42    68 
 49:   64    70    37     1    72    54 
 50:   24    16    63    35    66    61 
 51:   32    36    28    22    59    20 
 52:   55    13    17    34    50     7 
 53:   74    62    12    23    10    53 
 54:    4    65    51    45     6    69 
 55:   46    67    78    18    33    38 
 56:   48    25    43    60     8    73 
 57:   49    42    56    31    47    29 
 58:    2    71    44    57    52    27 
 59:   61     1    21    35     3    75 
 60:   28    70    22    40    58    15 
 61:   17    32    59    72    63    11 
 62:   16    68    14    36    77    26 
 63:   76    34    13     5    37    39 
 64:   66    19    20    54    55    50 
 65:   41    24    30     7    64     9 
 66:   62    65    48    38    12    25 
 67:   53    31    43    27     6     4 
 68:    3    78    45    10    57     2 
 69:   52    61    40    18    73    49 
 70:   33     1    74    58    59    47 
 71:   75    51    17    28    42    16 
 72:   22     8    21    68    29    70 
 73:   55     5    71    26    39    32 
 74:   23    37    19    14    30    66 
 75:   35    44     9    69    36    54 
 76:   50    76    60    41    72    67 
 77:   63    64    15    56    13     7 
 78:   34    20    46    24    77    11 
 79:   53    38    45    59    43    40 
 80:   31     6    10    57    17     1 
 81:    3    16    51    33    22    52 
 82:    4    26    70    49    74     2 
 83:   68    39    58    78    66    48 
 84:   14    47    55    28     8    30 
 85:   37    60    41    32    29    35 
 86:   15    12    18    19    50    36 
 87:    7    11    75    44    67    25 
 88:   72     5    73    77    46    42 
 89:    9    63    65    20    64    76 
 90:   56    71    62    13    21    24 
 91:   61    54    27    34    23    69 
 92:   17     3    33    48    26    38 
 93:   10    30    51    70    43    49 
 94:   60    78    22    37    53    55 
 95:   35    36     4    47    19    57 
 96:   28     1    18    11    41    66 
 97:   58     7    12     8    77    52 
 98:   31    39    50    73    65    46 
 99:   67     2    14    21    56    59 
100:   54    15    34    25    63    71 
101:   76    32    61    42    74     6 
102:   69    75    68    62    72    24 
103:   20     5    23    40    44    64 
104:   45     9    29    13    27    16 
105:   37    49    47    53    17    18 
106:   11    36    52    41    55    10 
107:   66    57     7    43    26    22 
108:    8     2    58    51    35    39 
109:   48    31    77    67    50    71 
110:    6    54    76    30    15    21 
111:   59    14    42    78    70    25 
112:    5    68    63    33    28    12 
113:   62    61    64    45    46     4 
114:   27    24     1    65    40    60 
115:   19    38    32     9    75    34 
116:   29    73    13    44    23     3 
117:   72    16    69    56    20    74 
118:   50    37    57    51    58    11 
119:    6    49    77    22    48    55 
120:   14    53    71    10     7    35 
121:   36    70    66    17     5    67 
122:   39    76    59    52    62    31 
123:   47    78    65    61    41    15 
124:   32    21    27    64    18    25 
125:   12    29    26    30    54    75 
126:   24    28    73    19    74    13 
127:   23    60    33    42    20     9 
128:    8    46    43    63    69     3 
129:   38     1    56    68    44    45 
130:   40    34    72    16     4     2 

Schedule Statistics
-------------------

          #: number of matches played, a '+' after the number
               indicates one additional round as a surrogate
          d: minimum delta between matches (e.g. '1' means back-to-back)
       part: number of distinct partners followed by most frequent repeat count
        opp: number of distinct opponents followed by most frequent repeat count
