Create schedule for 85 teams playing 16 rounds in 170 matches
with a minimum match separation of 7 running 5000000 iterations.

   0:00    0.04% complete (143 updates), about 11 minutes remaining  
   0:00    0.08% complete (166 updates), about 11 minutes remaining  
   0:00    0.12% complete (180 updates), about 11 minutes remaining  
   0:01    0.16% complete (186 updates), about 10 minutes remaining  
   0:01    0.20% complete (189 updates), about 11 minutes remaining  
   0:01    0.24% complete (194 updates), about 11 minutes remaining  
   0:01    0.28% complete (200 updates), about 11 minutes remaining  
   0:02    0.32% complete (202 updates), about 11 minutes remaining  
   0:02    0.36% complete (205 updates), about 10 minutes remaining  
   0:02    0.40% complete (206 updates), about 10 minutes remaining  
   0:02    0.43% complete (208 updates), about 10 minutes remaining  
   0:03    0.47% complete (210 updates), about 10 minutes remaining  
   0:03    0.52% complete (214 updates), about 10 minutes remaining  
   0:03    0.56% complete (215 updates), about 10 minutes remaining  
   0:03    0.60% complete (217 updates), about 10 minutes remaining  
   0:04    0.64% complete (220 updates), about 10 minutes remaining  
   0:04    0.67% complete (220 updates), about 10 minutes remaining  
   0:04    0.71% complete (223 updates), about 10 minutes remaining  
   0:04    0.75% complete (224 updates), about 10 minutes remaining  
   0:05    0.79% complete (224 updates), about 10 minutes remaining  
   0:05    0.83% complete (227 updates), about 10 minutes remaining  
   0:05    0.87% complete (228 updates), about 10 minutes remaining  
   0:05    0.91% complete (229 updates), about 10 minutes remaining  
   0:06    0.95% complete (232 updates), about 10 minutes remaining  
   0:06    0.99% complete (233 updates), about 10 minutes remaining  
   0:06    1.03% complete (233 updates), about 10 minutes remaining  
   0:06    1.07% complete (233 updates), about 10 minutes remaining  
   0:07    1.11% complete (233 updates), about 10 minutes remaining  
   0:07    1.15% complete (234 updates), about 10 minutes remaining  
   0:07    1.19% complete (235 updates), about 10 minutes remaining  
   0:07    1.23% complete (236 updates), about 10 minutes remaining  
   0:08    1.27% complete (237 updates), about 10 minutes remaining  
   0:08    1.31% complete (238 updates), about 10 minutes remaining  
   0:08    1.35% complete (241 updates), about 10 minutes remaining  
   0:08    1.39% complete (241 updates), about 10 minutes remaining  
   0:09    1.43% complete (241 updates), about 10 minutes remaining  
   0:09    1.47% complete (242 updates), about 10 minutes remaining  
   0:09    1.51% complete (242 updates), about 10 minutes remaining  
   0:09    1.55% complete (242 updates), about 10 minutes remaining  
   0:10    1.59% complete (242 updates), about 10 minutes remaining  
   0:10    1.63% complete (242 updates), about 10 minutes remaining  
   0:10    1.67% complete (242 updates), about 10 minutes remaining  
   0:10    1.71% complete (242 updates), about 10 minutes remaining  
   0:11    1.75% complete (242 updates), about 10 minutes remaining  
   0:11    1.79% complete (243 updates), about 10 minutes remaining  
   0:11    1.83% complete (243 updates), about 10 minutes remaining  
   0:11    1.87% complete (243 updates), about 10 minutes remaining  
   0:12    1.91% complete (243 updates), about 10 minutes remaining  
   0:12    1.95% complete (243 updates), about 10 minutes remaining  
   0:12    1.99% complete (245 updates), about 10 minutes remaining  
   0:12    2.03% complete (246 updates), about 10 minutes remaining  
   0:13    2.07% complete (247 updates), about 10 minutes remaining  
   0:13    2.12% complete (247 updates), about 10 minutes remaining  
   0:13    2.16% complete (248 updates), about 10 minutes remaining  
   0:13    2.20% complete (248 updates), about 10 minutes remaining  
   0:14    2.24% complete (248 updates), about 10 minutes remaining  
   0:14    2.28% complete (249 updates), about 10 minutes remaining  
   0:14    2.32% complete (250 updates), about 10 minutes remaining  
   0:14    2.36% complete (251 updates), about 10 minutes remaining  
   0:15    2.40% complete (251 updates), about 10 minutes remaining  
   0:15    2.44% complete (251 updates), about 10 minutes remaining  
   0:15    2.48% complete (252 updates), about 10 minutes remaining  
   0:15    2.52% complete (252 updates), about 10 minutes remaining  
   0:16    2.56% complete (252 updates), about 10 minutes remaining  
   0:16    2.60% complete (253 updates), about 10 minutes remaining  
   0:16    2.64% complete (254 updates), about 10 minutes remaining  
   0:16    2.68% complete (254 updates), about 10 minutes remaining  
   0:17    2.72% complete (254 updates), about 10 minutes remaining  
   0:17    2.76% complete (254 updates), about 10 minutes remaining  
   0:17    2.80% complete (255 updates), about 10 minutes remaining  
   0:17    2.84% complete (255 updates), about 10 minutes remaining  
   0:18    2.88% complete (255 updates), about 10 minutes remaining  
