Create schedule for 67 teams playing 16 rounds in 134 matches
with a minimum match separation of 5 running 5000000 iterations.

   0:00    0.06% complete (108 updates), about 7 minutes remaining  
   0:00    0.11% complete (128 updates), about 7 minutes remaining  
   0:00    0.17% complete (138 updates), about 7 minutes remaining  
   0:01    0.23% complete (146 updates), about 7 minutes remaining  
   0:01    0.29% complete (152 updates), about 7 minutes remaining  
   0:01    0.35% complete (157 updates), about 7 minutes remaining  
   0:01    0.40% complete (159 updates), about 7 minutes remaining  
   0:02    0.46% complete (160 updates), about 7 minutes remaining  
   0:02    0.52% complete (163 updates), about 7 minutes remaining  
   0:02    0.58% complete (164 updates), about 7 minutes remaining  
   0:02    0.64% complete (165 updates), about 7 minutes remaining  
   0:03    0.70% complete (170 updates), about 7 minutes remaining  
   0:03    0.76% complete (171 updates), about 7 minutes remaining  
   0:03    0.82% complete (172 updates), about 7 minutes remaining  
   0:03    0.88% complete (177 updates), about 7 minutes remaining  
   0:04    0.93% complete (178 updates), about 7 minutes remaining  
   0:04    0.99% complete (178 updates), about 7 minutes remaining  
   0:04    1.05% complete (181 updates), about 7 minutes remaining  
   0:04    1.11% complete (183 updates), about 7 minutes remaining  
   0:05    1.17% complete (184 updates), about 7 minutes remaining  
   0:05    1.23% complete (185 updates), about 7 minutes remaining  
   0:05    1.29% complete (186 updates), about 7 minutes remaining  
   0:05    1.35% complete (186 updates), about 7 minutes remaining  
   0:06    1.41% complete (186 updates), about 7 minutes remaining  
   0:06    1.46% complete (187 updates), about 7 minutes remaining  
   0:06    1.52% complete (188 updates), about 7 minutes remaining  
   0:06    1.58% complete (189 updates), about 7 minutes remaining  
   0:07    1.64% complete (189 updates), about 7 minutes remaining  
   0:07    1.70% complete (191 updates), about 7 minutes remaining  
   0:07    1.76% complete (191 updates), about 7 minutes remaining  
   0:07    1.82% complete (192 updates), about 7 minutes remaining  
   0:08    1.87% complete (193 updates), about 7 minutes remaining  
   0:08    1.93% complete (193 updates), about 7 minutes remaining  
   0:08    1.99% complete (193 updates), about 7 minutes remaining  
   0:08    2.05% complete (193 updates), about 7 minutes remaining  
   0:09    2.11% complete (194 updates), about 7 minutes remaining  
   0:09    2.17% complete (194 updates), about 7 minutes remaining  
   0:09    2.23% complete (196 updates), about 7 minutes remaining  
   0:09    2.29% complete (196 updates), about 7 minutes remaining  
   0:10    2.34% complete (196 updates), about 7 minutes remaining  
   0:10    2.40% complete (196 updates), about 7 minutes remaining  
   0:10    2.46% complete (197 updates), about 7 minutes remaining  
   0:10    2.52% complete (197 updates), about 7 minutes remaining  
   0:11    2.58% complete (197 updates), about 7 minutes remaining  
   0:11    2.64% complete (199 updates), about 7 minutes remaining  
   0:11    2.70% complete (200 updates), about 7 minutes remaining  
   0:11    2.76% complete (200 updates), about 7 minutes remaining  
   0:12    2.82% complete (200 updates), about 7 minutes remaining  
   0:12    2.88% complete (200 updates), about 7 minutes remaining  
   0:12    2.94% complete (200 updates), about 7 minutes remaining  
   0:12    3.00% complete (200 updates), about 7 minutes remaining  
   0:13    3.05% complete (200 updates), about 7 minutes remaining  
   0:13    3.11% complete (200 updates), about 7 minutes remaining  
   0:13    3.17% complete (200 updates), about 7 minutes remaining  
   0:13    3.23% complete (200 updates), about 7 minutes remaining  
   0:14    3.29% complete (200 updates), about 7 minutes remaining  
   0:14    3.35% complete (201 updates), about 7 minutes remaining  
   0:14    3.41% complete (201 updates), about 7 minutes remaining  
   0:14    3.47% complete (201 updates), about 7 minutes remaining  
   0:15    3.53% complete (201 updates), about 7 minutes remaining  
   0:15    3.58% complete (201 updates), about 7 minutes remaining  
   0:15    3.64% complete (201 updates), about 7 minutes remaining  
   0:15    3.70% complete (203 updates), about 7 minutes remaining  
   0:16    3.76% complete (203 updates), about 7 minutes remaining  
   0:16    3.82% complete (203 updates), about 7 minutes remaining  
   0:16    3.88% complete (203 updates), about 7 minutes remaining  
   0:16    3.94% complete (204 updates), about 7 minutes remaining  
   0:17    3.99% complete (205 updates), about 7 minutes remaining  
   0:17    4.05% complete (207 updates), about 7 minutes remaining  
   0:17    4.11% complete (208 updates), about 7 minutes remaining  
   0:17    4.17% complete (208 updates), about 7 minutes remaining  
   0:18    4.23% complete (208 updates), about 7 minutes remaining  
   0:18    4.29% complete (208 updates), about 7 minutes remaining  
   0:18    4.35% complete (208 updates), about 7 minutes remaining  
   0:18    4.40% complete (208 updates), about 7 minutes remaining  
   0:19    4.46% complete (209 updates), about 7 minutes remaining  
   0:19    4.52% complete (209 updates), about 7 minutes remaining  
   0:19    4.58% complete (209 updates), about 7 minutes remaining  
   0:19    4.64% complete (209 updates), about 7 minutes remaining  
   0:20    4.70% complete (209 updates), about 7 minutes remaining  
   0:20    4.76% complete (209 updates), about 7 minutes remaining  
   0:20    4.82% complete (210 updates), about 7 minutes remaining  
   0:20    4.88% complete (210 updates), about 7 minutes remaining  
   0:21    4.94% complete (210 updates), about 7 minutes remaining  
   0:21    5.00% complete (212 updates), about 7 minutes remaining  
   0:21    5.06% complete (212 updates), about 7 minutes remaining  
   0:21    5.12% complete (213 updates), about 7 minutes remaining  
   0:22    5.18% complete (213 updates), about 7 minutes remaining  
   0:22    5.24% complete (213 updates), about 7 minutes remaining  
   0:22    5.30% complete (213 updates), about 7 minutes remaining  
   0:22    5.36% complete (213 updates), about 7 minutes remaining  
   0:23    5.42% complete (213 updates), about 7 minutes remaining  
   0:23    5.47% complete (213 updates), about 7 minutes remaining  
   0:23    5.53% complete (213 updates), about 7 minutes remaining  
   0:23    5.59% complete (213 updates), about 7 minutes remaining  
   0:24    5.65% complete (213 updates), about 7 minutes remaining  
   0:24    5.71% complete (213 updates), about 7 minutes remaining  
   0:24    5.77% complete (214 updates), about 7 minutes remaining  
   0:24    5.83% complete (214 updates), about 7 minutes remaining  
   0:25    5.89% complete (214 updates), about 7 minutes remaining  
   0:25    5.95% complete (214 updates), about 7 minutes remaining  
   0:25    6.01% complete (214 updates), about 7 minutes remaining  
   0:25    6.07% complete (214 updates), about 7 minutes remaining  
   0:26    6.13% complete (215 updates), about 7 minutes remaining  
   0:26    6.19% complete (215 updates), about 7 minutes remaining  
   0:26    6.25% complete (215 updates), about 7 minutes remaining  
   0:26    6.30% complete (215 updates), about 7 minutes remaining  
   0:27    6.36% complete (216 updates), about 7 minutes remaining  
   0:27    6.42% complete (217 updates), about 7 minutes remaining  
   0:27    6.48% complete (217 updates), about 7 minutes remaining  
   0:27    6.54% complete (217 updates), about 7 minutes remaining  
   0:28    6.60% complete (218 updates), about 7 minutes remaining  
   0:28    6.66% complete (218 updates), about 7 minutes remaining  
   0:28    6.72% complete (218 updates), about 7 minutes remaining  
   0:28    6.78% complete (218 updates), about 7 minutes remaining  
   0:29    6.83% complete (218 updates), about 7 minutes remaining  
   0:29    6.89% complete (218 updates), about 7 minutes remaining  
   0:29    6.95% complete (218 updates), about 7 minutes remaining  
   0:29    7.01% complete (219 updates), about 7 minutes remaining  
   0:30    7.07% complete (219 updates), about 7 minutes remaining  
   0:30    7.13% complete (219 updates), about 7 minutes remaining  
   0:30    7.19% complete (220 updates), about 7 minutes remaining  
   0:30    7.25% complete (220 updates), about 7 minutes remaining  
   0:31    7.31% complete (220 updates), about 7 minutes remaining  
   0:31    7.36% complete (220 updates), about 7 minutes remaining  
   0:31    7.42% complete (220 updates), about 7 minutes remaining  
   0:31    7.48% complete (220 updates), about 7 minutes remaining  
   0:32    7.54% complete (221 updates), about 7 minutes remaining  
   0:32    7.60% complete (221 updates), about 7 minutes remaining  
   0:32    7.66% complete (221 updates), about 7 minutes remaining  
   0:32    7.72% complete (221 updates), about 7 minutes remaining  
   0:33    7.78% complete (221 updates), about 7 minutes remaining  
   0:33    7.84% complete (221 updates), about 7 minutes remaining  
   0:33    7.90% complete (221 updates), about 7 minutes remaining  
   0:33    7.96% complete (221 updates), about 7 minutes remaining  
   0:34    8.02% complete (222 updates), about 7 minutes remaining  
   0:34    8.08% complete (222 updates), about 6 minutes remaining  
   0:34    8.14% complete (222 updates), about 6 minutes remaining  
   0:34    8.20% complete (222 updates), about 6 minutes remaining  
   0:35    8.26% complete (222 updates), about 6 minutes remaining  
   0:35    8.32% complete (223 updates), about 6 minutes remaining  
   0:35    8.37% complete (223 updates), about 6 minutes remaining  
   0:35    8.43% complete (224 updates), about 6 minutes remaining  
   0:36    8.50% complete (224 updates), about 6 minutes remaining  
   0:36    8.55% complete (224 updates), about 6 minutes remaining  
   0:36    8.61% complete (224 updates), about 6 minutes remaining  
   0:36    8.67% complete (224 updates), about 6 minutes remaining  
   0:37    8.73% complete (224 updates), about 6 minutes remaining  
   0:37    8.79% complete (225 updates), about 6 minutes remaining  
   0:37    8.85% complete (225 updates), about 6 minutes remaining  
   0:37    8.91% complete (225 updates), about 6 minutes remaining  
   0:38    8.97% complete (225 updates), about 6 minutes remaining  
   0:38    9.03% complete (225 updates), about 6 minutes remaining  
   0:38    9.09% complete (225 updates), about 6 minutes remaining  
   0:38    9.15% complete (225 updates), about 6 minutes remaining  
   0:39    9.21% complete (225 updates), about 6 minutes remaining  
   0:39    9.27% complete (225 updates), about 6 minutes remaining  
   0:39    9.33% complete (225 updates), about 6 minutes remaining  
   0:39    9.39% complete (226 updates), about 6 minutes remaining  
   0:40    9.44% complete (226 updates), about 6 minutes remaining  
   0:40    9.50% complete (226 updates), about 6 minutes remaining  
   0:40    9.56% complete (226 updates), about 6 minutes remaining  
   0:40    9.62% complete (226 updates), about 6 minutes remaining  
   0:41    9.68% complete (226 updates), about 6 minutes remaining  
   0:41    9.74% complete (227 updates), about 6 minutes remaining  
   0:41    9.80% complete (228 updates), about 6 minutes remaining  
   0:41    9.86% complete (228 updates), about 6 minutes remaining  
   0:42    9.92% complete (228 updates), about 6 minutes remaining  
   0:42    9.98% complete (228 updates), about 6 minutes remaining  
   0:42   10.04% complete (229 updates), about 6 minutes remaining  
   0:42   10.10% complete (229 updates), about 6 minutes remaining  
   0:43   10.16% complete (229 updates), about 6 minutes remaining  
   0:43   10.22% complete (229 updates), about 6 minutes remaining  
   0:43   10.28% complete (229 updates), about 6 minutes remaining  
   0:43   10.34% complete (229 updates), about 6 minutes remaining  
   0:44   10.40% complete (230 updates), about 6 minutes remaining  
   0:44   10.46% complete (230 updates), about 6 minutes remaining  
   0:44   10.52% complete (230 updates), about 6 minutes remaining  
   0:44   10.58% complete (231 updates), about 6 minutes remaining  
   0:45   10.64% complete (231 updates), about 6 minutes remaining  
   0:45   10.70% complete (231 updates), about 6 minutes remaining  
   0:45   10.76% complete (231 updates), about 6 minutes remaining  
   0:45   10.82% complete (231 updates), about 6 minutes remaining  
   0:46   10.88% complete (231 updates), about 6 minutes remaining  
   0:46   10.94% complete (231 updates), about 6 minutes remaining  
   0:46   11.00% complete (231 updates), about 6 minutes remaining  
   0:46   11.06% complete (231 updates), about 6 minutes remaining  
   0:47   11.12% complete (231 updates), about 6 minutes remaining  
   0:47   11.18% complete (231 updates), about 6 minutes remaining  
   0:47   11.24% complete (231 updates), about 6 minutes remaining  
   0:47   11.30% complete (231 updates), about 6 minutes remaining  
   0:48   11.36% complete (231 updates), about 6 minutes remaining  
   0:48   11.42% complete (231 updates), about 6 minutes remaining  
   0:48   11.48% complete (231 updates), about 6 minutes remaining  
   0:48   11.54% complete (231 updates), about 6 minutes remaining  
   0:49   11.60% complete (231 updates), about 6 minutes remaining  
   0:49   11.66% complete (231 updates), about 6 minutes remaining  
   0:49   11.72% complete (231 updates), about 6 minutes remaining  
   0:49   11.78% complete (231 updates), about 6 minutes remaining  
   0:50   11.84% complete (231 updates), about 6 minutes remaining  
   0:50   11.90% complete (231 updates), about 6 minutes remaining  
   0:50   11.96% complete (231 updates), about 6 minutes remaining  
   0:50   12.02% complete (231 updates), about 6 minutes remaining  
   0:51   12.08% complete (231 updates), about 6 minutes remaining  
   0:51   12.14% complete (231 updates), about 6 minutes remaining  
   0:51   12.20% complete (231 updates), about 6 minutes remaining  
   0:51   12.26% complete (231 updates), about 6 minutes remaining  
   0:52   12.32% complete (231 updates), about 6 minutes remaining  
   0:52   12.38% complete (231 updates), about 6 minutes remaining  
   0:52   12.44% complete (231 updates), about 6 minutes remaining  
   0:52   12.50% complete (231 updates), about 6 minutes remaining  
   0:53   12.56% complete (231 updates), about 6 minutes remaining  
   0:53   12.62% complete (231 updates), about 6 minutes remaining  
   0:53   12.68% complete (231 updates), about 6 minutes remaining  
   0:53   12.74% complete (231 updates), about 6 minutes remaining  
   0:54   12.80% complete (231 updates), about 6 minutes remaining  
   0:54   12.86% complete (231 updates), about 6 minutes remaining  
   0:54   12.92% complete (231 updates), about 6 minutes remaining  
   0:54   12.97% complete (231 updates), about 6 minutes remaining  
   0:55   13.03% complete (231 updates), about 6 minutes remaining  
   0:55   13.09% complete (231 updates), about 6 minutes remaining  
   0:55   13.15% complete (231 updates), about 6 minutes remaining  
   0:55   13.21% complete (231 updates), about 6 minutes remaining  
   0:56   13.27% complete (231 updates), about 6 minutes remaining  
   0:56   13.33% complete (231 updates), about 6 minutes remaining  
   0:56   13.39% complete (231 updates), about 6 minutes remaining  
   0:56   13.45% complete (231 updates), about 6 minutes remaining  
   0:57   13.51% complete (231 updates), about 6 minutes remaining  
   0:57   13.57% complete (231 updates), about 6 minutes remaining  
   0:57   13.63% complete (231 updates), about 6 minutes remaining  
   0:57   13.69% complete (231 updates), about 6 minutes remaining  
   0:58   13.75% complete (231 updates), about 6 minutes remaining  
   0:58   13.80% complete (231 updates), about 6 minutes remaining  
   0:58   13.86% complete (231 updates), about 6 minutes remaining  
   0:58   13.92% complete (231 updates), about 6 minutes remaining  
   0:59   13.98% complete (231 updates), about 6 minutes remaining  
   0:59   14.04% complete (231 updates), about 6 minutes remaining  
   0:59   14.10% complete (231 updates), about 6 minutes remaining  
   0:59   14.16% complete (231 updates), about 6 minutes remaining  
   1:00   14.22% complete (231 updates), about 6 minutes remaining  
   1:00   14.28% complete (231 updates), about 6 minutes remaining  
   1:00   14.34% complete (231 updates), about 6 minutes remaining  
   1:00   14.40% complete (231 updates), about 6 minutes remaining  
   1:01   14.46% complete (231 updates), about 6 minutes remaining  
   1:01   14.52% complete (231 updates), about 6 minutes remaining  
   1:01   14.58% complete (231 updates), about 6 minutes remaining  
   1:01   14.64% complete (231 updates), about 6 minutes remaining  
