Create schedule for 93 teams playing 16 rounds in 186 matches
with a minimum match separation of 7 running 5000000 iterations.

   0:00    0.04% complete (137 updates), about 11 minutes remaining  
   0:00    0.07% complete (155 updates), about 11 minutes remaining  
   0:00    0.10% complete (166 updates), about 12 minutes remaining  
   0:01    0.14% complete (177 updates), about 12 minutes remaining  
   0:01    0.17% complete (183 updates), about 12 minutes remaining  
   0:01    0.21% complete (187 updates), about 12 minutes remaining  
   0:01    0.24% complete (190 updates), about 12 minutes remaining  
   0:02    0.28% complete (194 updates), about 12 minutes remaining  
   0:02    0.32% complete (197 updates), about 12 minutes remaining  
   0:02    0.35% complete (197 updates), about 12 minutes remaining  
   0:02    0.38% complete (198 updates), about 12 minutes remaining  
   0:03    0.42% complete (199 updates), about 12 minutes remaining  
   0:03    0.46% complete (202 updates), about 12 minutes remaining  
   0:03    0.49% complete (204 updates), about 12 minutes remaining  
   0:03    0.53% complete (206 updates), about 12 minutes remaining  
   0:04    0.56% complete (211 updates), about 12 minutes remaining  
   0:04    0.59% complete (213 updates), about 12 minutes remaining  
   0:04    0.63% complete (214 updates), about 12 minutes remaining  
   0:04    0.66% complete (215 updates), about 12 minutes remaining  
   0:05    0.70% complete (218 updates), about 12 minutes remaining  
   0:05    0.73% complete (219 updates), about 12 minutes remaining  
   0:05    0.77% complete (220 updates), about 12 minutes remaining  
   0:05    0.80% complete (221 updates), about 12 minutes remaining  
   0:06    0.84% complete (222 updates), about 12 minutes remaining  
   0:06    0.87% complete (224 updates), about 12 minutes remaining  
   0:06    0.91% complete (224 updates), about 12 minutes remaining  
   0:06    0.94% complete (225 updates), about 12 minutes remaining  
   0:07    0.98% complete (226 updates), about 12 minutes remaining  
   0:07    1.02% complete (227 updates), about 12 minutes remaining  
   0:07    1.05% complete (228 updates), about 12 minutes remaining  
   0:07    1.08% complete (228 updates), about 12 minutes remaining  
   0:08    1.12% complete (228 updates), about 12 minutes remaining  
   0:08    1.15% complete (229 updates), about 12 minutes remaining  
   0:08    1.19% complete (229 updates), about 12 minutes remaining  
   0:08    1.22% complete (229 updates), about 12 minutes remaining  
   0:09    1.26% complete (229 updates), about 12 minutes remaining  
   0:09    1.29% complete (231 updates), about 12 minutes remaining  
   0:09    1.33% complete (232 updates), about 12 minutes remaining  
   0:09    1.36% complete (235 updates), about 12 minutes remaining  
   0:10    1.40% complete (236 updates), about 12 minutes remaining  
   0:10    1.43% complete (238 updates), about 12 minutes remaining  
   0:10    1.47% complete (238 updates), about 12 minutes remaining  
   0:10    1.50% complete (238 updates), about 12 minutes remaining  
   0:11    1.54% complete (242 updates), about 12 minutes remaining  
   0:11    1.57% complete (242 updates), about 12 minutes remaining  
   0:11    1.61% complete (243 updates), about 12 minutes remaining  
   0:11    1.64% complete (244 updates), about 12 minutes remaining  
   0:12    1.67% complete (244 updates), about 12 minutes remaining  
   0:12    1.71% complete (244 updates), about 12 minutes remaining  
   0:12    1.75% complete (244 updates), about 12 minutes remaining  
   0:12    1.78% complete (244 updates), about 12 minutes remaining  
   0:13    1.82% complete (244 updates), about 12 minutes remaining  
   0:13    1.85% complete (244 updates), about 12 minutes remaining  
   0:13    1.88% complete (246 updates), about 12 minutes remaining  
