Create schedule for 61 teams playing 16 rounds in 122 matches
with a minimum match separation of 5 running 5000000 iterations.

   0:00    0.07% complete (123 updates), about 6 minutes remaining  
   0:00    0.13% complete (142 updates), about 6 minutes remaining  
   0:00    0.20% complete (150 updates), about 6 minutes remaining  
   0:01    0.27% complete (154 updates), about 6 minutes remaining  
   0:01    0.34% complete (163 updates), about 6 minutes remaining  
   0:01    0.41% complete (168 updates), about 6 minutes remaining  
   0:01    0.48% complete (173 updates), about 6 minutes remaining  
   0:02    0.55% complete (181 updates), about 6 minutes remaining  
   0:02    0.62% complete (181 updates), about 6 minutes remaining  
   0:02    0.69% complete (185 updates), about 6 minutes remaining  
   0:02    0.76% complete (190 updates), about 6 minutes remaining  
   0:03    0.83% complete (192 updates), about 6 minutes remaining  
   0:03    0.90% complete (196 updates), about 6 minutes remaining  
   0:03    0.96% complete (197 updates), about 6 minutes remaining  
   0:03    1.03% complete (197 updates), about 6 minutes remaining  
   0:04    1.10% complete (198 updates), about 6 minutes remaining  
   0:04    1.17% complete (200 updates), about 6 minutes remaining  
   0:04    1.24% complete (201 updates), about 6 minutes remaining  
   0:04    1.31% complete (202 updates), about 6 minutes remaining  
   0:05    1.38% complete (204 updates), about 6 minutes remaining  
   0:05    1.45% complete (204 updates), about 6 minutes remaining  
   0:05    1.52% complete (206 updates), about 6 minutes remaining  
   0:05    1.59% complete (206 updates), about 6 minutes remaining  
   0:06    1.66% complete (208 updates), about 6 minutes remaining  
   0:06    1.73% complete (208 updates), about 6 minutes remaining  
   0:06    1.80% complete (208 updates), about 6 minutes remaining  
   0:06    1.86% complete (209 updates), about 6 minutes remaining  
   0:07    1.93% complete (209 updates), about 6 minutes remaining  
   0:07    2.00% complete (209 updates), about 6 minutes remaining  
   0:07    2.07% complete (210 updates), about 6 minutes remaining  
   0:07    2.14% complete (211 updates), about 6 minutes remaining  
   0:08    2.21% complete (214 updates), about 6 minutes remaining  
   0:08    2.28% complete (214 updates), about 6 minutes remaining  
   0:08    2.35% complete (214 updates), about 6 minutes remaining  
   0:08    2.42% complete (214 updates), about 6 minutes remaining  
   0:09    2.49% complete (215 updates), about 6 minutes remaining  
   0:09    2.56% complete (217 updates), about 6 minutes remaining  
   0:09    2.64% complete (218 updates), about 6 minutes remaining  
   0:09    2.71% complete (219 updates), about 6 minutes remaining  
   0:10    2.78% complete (220 updates), about 6 minutes remaining  
   0:10    2.85% complete (220 updates), about 6 minutes remaining  
   0:10    2.92% complete (222 updates), about 6 minutes remaining  
   0:10    2.99% complete (222 updates), about 6 minutes remaining  
   0:11    3.06% complete (224 updates), about 6 minutes remaining  
   0:11    3.13% complete (224 updates), about 6 minutes remaining  
   0:11    3.20% complete (224 updates), about 6 minutes remaining  
   0:11    3.27% complete (226 updates), about 6 minutes remaining  
